"x";"y";"t"
1,22090389626101;2,33373057774959;0
1,37577319308184;3,14108491911009;0
1,26098232832737;2,53268271072624;0
1,3861245661974;2,84258170050584;0
0,956480960128829;1,77876661245887;0
0,666371785104275;1,38833430916978;0
0,825095386710018;1,78842502799501;0
1,00922433566302;2,18320773706726;0
1,22770525375381;2,88442351160368;0
1,48973693791777;2,51008508016286;0
0,534535435028374;1,09898926617979;0
0,652373490156606;1,0362406839673;0
1,23568495246582;2,58203052003241;0
0,501136586535722;1,32026574161053;0
0,891203335253522;1,66503075162962;0
0,962494654115289;1,5585138469887;0
0,888143981574103;1,95391584967861;0
0,902485141763464;2,12366797799818;0
0,678963584825397;1,46129810378327;0
1,4516587536782;2,64418317129744;0
0,953728073276579;1,91837926161903;0
0,826752408640459;1,49657494264261;0
1,46541532338597;2,72096008298068;0
1,20748187717982;2,88106614684057;0
1,14454263658263;2,56962634973874;0
0,889828484971076;1,96817714008046;0
1,19854363938794;2,56233893620636;0
1,04405786446296;1,9258076308877;0
0,726467178668827;1,54818401348838;0
0,984557755058631;2,17336719161348;0
1,29300716985017;2,71509095454156;0
0,505987629527226;1,22060396936474;0
0,687712445855141;1,31455106917155;0
1,18183362320997;2,85908942981253;0
0,870104123605415;1,93445238181832;0
0,861625570105389;2,09667097712412;0
1,36879489850253;2,87199829080801;0
1,40415466576815;2,74671865536883;0
1,11742456560023;2,34215387454264;0
0,634031634544954;1,43303728216024;0
1,28219328052364;2,37160626524453;0
0,929198819911107;1,68738113760226;0
1,42727397498675;3,23193733837863;0
1,27324322471395;2,46812257502887;0
0,759681246709079;1,32323590362816;0
0,821224673418328;1,77991576694806;0
0,560195157304406;1,01938161110463;0
0,543456453830004;1,51845687096129;0
0,555053818272427;0,990148123779886;0
1,1255427969154;2,11217625517664;0
0,964470288716257;2,97372565893677;1
0,827302868943661;2,42336107183917;1
0,31502823648043;1,71454017851826;1
0,213025450939313;1,16109985070884;1
0,732496118871495;2,49320910031505;1
0,499241020530462;1,89127244136274;1
0,729771971702576;2,39722272648952;1
0,0803360443096608;1,47189401713957;1
0,43553048488684;1,78145431151479;1
0,236580453347415;1,53738561419362;1
0,791567798471078;2,33710114756612;1
0,258684316882864;1,2525568953349;1
0,985983831807971;3,2242161184936;1
0,756873743608594;2,77759383114565;1
0,979778247186914;2,94340574210022;1
0,218947839224711;1,33687771719512;1
0,948707183124498;2,88698364758293;1
0,149457946186885;1,42468801739546;1
0,600356970680878;2,63671442085872;1
0,946430751821026;2,87905804233821;1
0,688353356905282;2,68567943421808;1
0,505533723160625;2,27535784975377;1
0,372936244821176;1,81030280471491;1
0,335805038455874;1,97780110085878;1
0,0482513525057584;1,0122547663438;1
0,618947539012879;2,00613087346213;1
0,961447291774675;2,55382092566506;1
0,65496050962247;2,54138607665637;1
0,510291991522536;1,59587400684212;1
0,150098210666329;1,06099011771049;1
0,870447880355641;3,06933415886475;1
0,514441677834839;2,20561432230208;1
0,00864791357889771;1,12227100536498;1
0,0191947654820979;0,801457717838041;1
0,144511901540682;1,82018145750992;1
0,305031754774973;1,40048076750628;1
0,825656862696633;2,44908922066946;1
0,502344642300159;2,13847361510318;1
0,803572625853121;2,63298071044148;1
0,060639982111752;1,0367645908128;1
0,927955136401579;2,62785744383353;1
0,808178551029414;2,35761404405232;1
0,0788133398164064;1,03868692581863;1
0,600928281666711;1,90169374728925;1
0,714779880596325;2,43273089980576;1
0,513845653273165;2,13572522008477;1
0,720116504933685;2,13077461645823;1
0,749946269905195;2,66982312579608;1
0,0956405238248408;1,37048368451617;1
0,397825865074992;1,82338992951193;1
