"x";"y";"t"
1,29778432077728;2,2420242289922;0
1,25356509489939;2,40879177475845;0
0,891255684196949;1,84680454327728;0
0,841556698316708;1,97524555949872;0
0,861294112633914;2,03003674912829;0
0,698344734497368;1,32877576266403;0
1,03485796228051;1,85422617594273;0
0,596526241395622;0,894899444590907;0
1,48784694308415;2,92514454738267;0
0,667569475946948;1,3107544501737;0
1,29798912978731;2,46618158549928;0
1,09379402291961;2,25020319678927;0
1,40531000960618;2,83518213227427;0
1,38084864825942;2,59432921289021;0
1,49383655120619;3,1077574497732;0
1,39595633512363;2,74272573762505;0
1,37864335137419;2,7203537729822;0
0,697605749359354;1,39984285292963;0
0,834993600146845;1,5730568837507;0
1,27720631705597;2,40683136559617;0
0,659593555144966;1,57968861438323;0
0,580645250622183;1,27419038902799;0
0,632650338346139;0,904291807095159;0
0,671905398136005;1,4314785781606;0
0,977777836145833;1,66733787900688;0
1,20050477283075;2,59157537619846;0
1,37988906237297;2,61518164783501;0
1,37779368134215;2,76533942280166;0
1,35387959447689;2,39505275308822;0
0,665987515822053;0,871501757444995;0
1,02296875347383;2,27753022110015;0
1,36912820092402;2,59730931453824;0
0,731156688183546;1,14754894946584;0
0,619080906733871;1,3418321224009;0
1,32395122642629;2,43491633736551;0
0,580276979599148;1,16996483465285;0
1,45236306800507;3,07433562230661;0
1,3716173612047;2,82977027515089;0
1,21215382311493;2,52886871303689;0
1,10540451132692;2,16003180393011;0
0,725432184292004;1,35149398355091;0
1,23959513590671;2,7312105024601;0
1,3955424472224;2,90408093439281;0
0,794463240541518;1,51999894015932;0
1,01535251713358;2,17566699451026;0
0,93464955012314;2,04211752803642;0
1,07516512414441;2,22417957483236;0
1,24095601937734;2,7986312846824;0
1,17817263444886;2,36841935164005;0
0,862016186350957;1,749774559007;0
0,33455745736137;1,49895705998331;1
0,748855999205261;2,71742223038641;1
0,506616552127525;1,77196209933244;1
0,862259151879698;2,84089075887964;1
0,759557256475091;2,69185249187142;1
0,964383254526183;3,12537690975571;1
0,834437237353995;2,41462242458613;1
0,837036931887269;2,67386131258258;1
0,267467090161517;1,34275214870607;1
0,17593249399215;1,60370684920263;1
0,196035676170141;1,21874997438698;1
0,0195801889058203;1,08896921578682;1
0,527727397857234;2,03822115104397;1
0,181629570899531;1,26468227356153;1
0,147734747035429;1,24166971135044;1
0,590974017512053;2,10209998781208;1
0,00299006979912519;0,8171206376189;1
0,361016099341214;1,92466986504664;1
0,129267699085176;1,17679458447807;1
0,0145790481474251;0,99294073823886;1
0,194430504227057;1,62561217950708;1
0,648670685477555;1,97564247267963;1
0,940628787502646;2,42676960253754;1
0,346356110647321;1,28459063805792;1
0,844968148274347;2,56033502578906;1
0,129383537219837;1,40231152193441;1
0,851756019517779;2,68283203666239;1
0,218427167506889;1,50225780740184;1
0,132231355644763;1,06894324504736;1
0,621454718755558;2,31119803405487;1
0,142016269266605;1,29279701694281;1
0,00131145678460598;0,798307240925253;1
0,833433096995577;2,82555173782431;1
0,945494322804734;2,99131353717829;1
0,567900915862992;1,82490776099892;1
0,401693775551394;1,9800871185636;1
0,185059547889978;1,32856553559087;1
0,54754075082019;2,46135630452269;1
0,562885564053431;2,16122400451467;1
0,160966963507235;1,16076579733082;1
0,307851881021634;2,005290255951;1
0,359530448913574;1,74330030829638;1
0,167041454697028;1,2630930840723;1
0,193425930803642;1,59742511160904;1
0,454724279232323;2,14207135095229;1
0,0394576827529818;0,91914880188343;1
0,861249395878986;2,87758985060685;1
0,768159445840865;2,13731742123736;1
0,112823530333117;1,15553462212248;1
0,395910402294248;1,86799375308462;1
