"anos";"salario";"escolaridade"
7,20903896261007;14,607498814427;0
8,75773193081841;21,4370028587349;0
7,60982328327373;16,3000319720836;0
8,86124566197395;19,2499855847808;0
4,56480960128829;9,12315439408567;0
1,66371785104275;4,74436624429471;0
3,25095386710018;8,53866464351268;0
5,09224335663021;12,4201797063195;0
7,27705253753811;18,7717026057967;0
9,89736937917769;17,2743227908103;0
0,345354350283742;1,9150966714903;0
1,52373490156606;2,0336725805378;0
7,35684952465817;16,5436536625722;0
0,0113658653572202;3,40767599475755;0
3,91203335253522;7,94374731348979;0
4,62494654115289;7,50132712299169;0
3,88143981574103;10,0950887804601;0
4,02485141763464;11,4399355438037;0
1,78963584825397;5,35455370250151;0
9,51658753678203;18,0896675531218;0
4,53728073276579;10,1564848285257;0
3,26752408640459;6,35807411302187;0
9,65415323385969;18,734277239285;0
7,07481877179816;18,6454054872034;0
6,44542636582628;15,9949108059537;0
3,89828484971076;10,2104709754588;0
6,98543639387935;16,2102602184874;0
5,44057864462957;10,6638465539725;0
2,26467178668827;6,24371599450702;0
4,84557755058631;12,2230427123943;0
7,93007169850171;17,8282180083125;0
0,0598762952722609;2,68446791787168;0
1,87712445855141;4,29769524806232;0
6,81833623209968;18,3523388396438;0
3,70104123605415;9,85891348166447;0
3,61625570105389;11,0331601789579;0
8,68794898502529;19,3839616735728;0
9,04154665768147;18,6211632441069;0
6,17424565600231;14,1532768870709;0
1,34031634544954;4,91793778892659;0
7,82193280523643;15,1980133919522;0
4,29198819911107;8,30135263157246;0
9,27273974986747;22,3758999127734;0
7,73243224713951;15,8771354362863;0
2,59681246709079;4,72267551075659;0
3,21224673418328;8,45549161920213;0
0,601951573044062;1,44633786980678;0
0,434564538300037;5,1057088013597;0
0,550538182724267;1,20138001971128;0
6,25542796915397;12,4690358984018;0
9,64470288716257;30,6252938856071;1
8,27302868943661;25,8117223835121;1
3,1502823648043;17,9341925212891;1
2,13025450939313;13,2733761350129;1
7,32496118871495;25,8615488467203;1
4,99241020530462;20,1807484128728;1
7,29771971702576;25,1280303071843;1
0,803360443096608;14,9408853500951;1
4,3553048488684;19,0385597607951;1
2,36580453347415;16,2132943731892;1
7,91567798471078;24,9860975991013;1
2,58684316882864;14,187598299426;1
9,85983831807971;32,6115400477419;1
7,56873743608594;28,1163224516354;1
9,79778247186914;30,4744343016862;1
2,18947839224711;14,621322075087;1
9,48707183124498;29,8959132724945;1
1,49457946186885;14,9324498614004;1
6,00356970680878;26,2771430098448;1
9,46430751821026;29,8250890766417;1
6,88353356905282;27,084362541162;1
5,05533723160625;23,0928524889564;1
3,72936244821176;18,9419522594677;1
3,35805038455874;20,0125334487202;1
0,482513525057584;11,3331675101073;1
6,18947539012879;21,6407192460304;1
9,61447291774675;27,4608934013613;1
6,5496050962247;25,8351981230351;1
5,10291991522536;18,0205150089286;1
1,50098210666329;12,2079169361603;1
8,70447880355641;30,8722455932638;1
5,14441677834839;22,6143158064398;1
0,0864791357889771;11,9602721081318;1
0,191947654820979;9,6069067111958;1
1,44511901540682;17,8739204390278;1
3,05031754774973;15,528764530172;1
8,25656862696633;25,9964534685041;1
5,02344642300159;22,0502753247747;1
8,03572625853121;27,2652184575767;1
0,60639982111752;11,5789343416548;1
9,27955136401579;27,8487065107594;1
8,08178551029414;25,2229980855395;1
0,788133398164064;11,6842186427218;1
6,00928281666711;20,767344513003;1
7,14779880596325;25,3193811515248;1
5,13845653273165;22,0871674170016;1
7,20116504933685;23,0813921481052;1
7,49946269905195;27,2734047929966;1
0,956405238248408;14,2568302529955;1
3,97825865074992;19,1645537967144;1
